cross,mean,SE,sex,environ,sire,dam
P1,35,5.431472081,F,1,1,1
P2,20.83333333,6.497461929,F,1,6,1
F1,15.83333333,1.725888325,F,1,1,6
rF1,16.25,0,F,1,2,2
F2,22.08333333,2.030456853,F,1,3,3
rF2,22.91666667,3.045685279,F,1,6,6
