cross,mean,SE,sex,environ,sire,dam
P1,6.875,0.377777778,,1,,
BC1,7,0.277777778,,1,,
F1a,7.375,0.411111111,,1,,
F1b,6.5,0.6,,1,,
F2a,5.8125,0.266666667,,1,,
F2b,7.625,0.322222222,,1,,
BC2,8.0625,0.422222222,,1,,
P2,6.6875,0.477777778,,1,,
