cross,mean,SE,sex,environ,sire,dam
P1,4.625,0.588888889,,1,,
F1a,8.1875,1.444444444,,1,,
F1b,7.625,1.166666667,,1,,
F2a,6.1875,0.5,,1,,
P2,6.6875,0.466666667,,1,,
