cross,mean,SE,sex,environ,sire ,dam
P1,0.471875,0.008139535,,1,,
BC1,0.46875,0.005813953,,1,,
F1a,0.459375,0.008139535,,1,,
F1b,0.3625,0.008139535,,1,,
F2a,0.46875,0.005232558,,1,,
F2b,0.4375,0.005232558,,1,,
BC2,0.409375,0.006976744,,1,,
P2,0.44375,0.009883721,,1,,
