cross,mean,SE,sex,environ,sire,dam
P1,5.875,0.525641026,,1,,
F1a,7.4375,0.730769231,,1,,
F1b,6.1875,0.961538462,,1,,
F2a,6.375,1.025641026,,1,,
F2b,5.125,0.602564103,,1,,
P2,6.5,0.448717949,,1,,
