"x"
37
10
7
3
14
1
18
9
20
8
31
35
21
183
135
20
1
2
4
1
3
4
3
4
3
1
5
2
10
5
3
4
7
3
6
14
10
13
16
8
4
9
6
6
5
12
14
14
14
16
13
13
11
12
14
13
15
24
11
10
11
9
7
9
9
9
10
10
9
5
1
4
1
1
2
1
8
5
9
8
9
6
6
9
4
5
8
1
33
8
8
8
7
1
7
9
7
9
5
6
6
4
1
8
4
5
7
5
9
1
8
9
6
3
1
1
6
3
2
8
10
3
8
7
10
7
8
9
9
5
8
9
9
7
9
9
3
6
5
9
7
8
9
7
8
11
2
6
5
2
11
8
9
8
8
1
8
10
9
10
5
8
3
7
5
6
11
110
2
9
10
9
8
11
3
3
3
1
1
5
1
1
2
3
2
8
10
2
2
2
10
1
2
4
4
5
10
8
7
7
4
10
9
10
8
9
3
10
8
10
11
8
5
20
15
19
17
20
4
19
17
15
10
21
9
19
19
18
2
20
20
8
1
9
7
9
6
8
5
9
9
5
1
9
3
2
9
9
3
2
4
3
7
1
3
11
310
3
8
9
4
9
10
4
4
4
1
5
9
2
1
3
4
5
4
4
4
16
280
1
9
1
9
8
1
7
3
2
1
7
9
1
8
7
302
1
4
5
11
13
9
11
7
5
11
13
9
10
9
9
10
10
5
12
6
13
9
8
7
7
9
10
9
9
12
14
13
11
8
6
8
2
3
3
2
1
2
4
5
24
34
8
5
8
4
6
5
5
5
6
5
6
8
4
5
4
6
5
2
5
3
5
5
7
5
4
4
9
7
6
8
7
8
9
6
5
18
8
8
8
8
8
8
10
5
9
8
8
8
9
8
8
8
8
2
4
4
3
8
3
11
18
11
15
9
4
3
6
6
9
12
8
3
10
4
9
8
4
10
9
5
9
7
1
2
8
2
7
8
6
9
6
8
4
2
4
3
9
6
8
9
10
1
9
8
11
5
498
8
9
6
12
1
4
5
4
15
2
11
4
3
59
2
4
1317
8
11
9
2
7
8
4
7
1
8
1
8
2
2
9
7
11
9
16
42
3
8
1
8
3
9
4
8
5
4
87
208
205
247
9
43
5
1
57
6
13
4
8
5
4
1
4
1
8
4
3
5
5
9
48
18
19
16
18
19
15
1
3
7
9
1
16
11
15
18
12
14
19
4
15
16
11
15
47
5
1
5
9
4
5
4
4
17
8
16
15
19
14
5
5
5
4
8
9
7
10
1
11
8
2
7
2
9
13
9
7
6
9
33
37
82
72
18
155
273
112
344
164
156
3
9
10
8
14
1
4
8
9
6
4
8
8
8
4
8
5
6
6
7
8
6
8
8
6
8
9
7
8
6
7
6
5
4
7
6
9
5
8
4
8
5
6
8
6
245
8
5
8
8
7
3
4
8
6
7
4
7
4
6
4
8
7
7
9
9
8
5
6
5
21
1
4
5
7
4
4
1
3
4
6
9
8
5
8
1
8
4
3
1
8
3
5
8
7
8
11
7
9
1
10
4
8
8
5
7
8
9
4
8
4
8
8
9
9
4
8
8
8
3
9
6
4
2
3
1
5
4
2
30
82
10
7
2
4
8
5
6
7
1
4
6
6
4
6
7
3
5
6
8
2210
31
208
213
204
272
9
5
3
8
4
8
11
8
9
2
5
6
7
5
4
2
3
2
9
133
145
8
54
10
2
9
1
9
10
9
1
1
9
4
10
9
9
7
9
8
4
9
10
9
6
9
9
9
10
9
9
7
9
9
5
7
7
8
4
9
5
5
7
4
9
8
4
7
7
4
4
57
2
5
17
4
1285
25
2
24
25
33
31
60
43
5
4
3
4
3
4
4
6
4
4
5
5
26
34
61
4
4
1
5
4
1
6
5
4
2
3
5
4
4
4
4
9
8
9
3
8
9
9
3
4
8
4
4
5
10
2
10
4
7
7
12
9
9
4
5
8
8
11
9
5
1
4
4
5
4
4
8
2
5
2
3
5
1
8
3
4
2
4
6
6
4
9
4
4
8
9
9
8
6
5
5
6
8
5
8
10
7
3
5
7
4
5
5
9
5
11
1
1
6
5
4
12
8
8
9
4
219
118
4
5
8
3
6
5
9
5
4
4
11
2
3
8
2
4
4
2
3
7
9
3
4
2
2
8
5
4
10
6
1
9
4
4
1
10
4
2
6
7
1
9
8
7
7
1
2
3
7
6
7
8
8
2
6
3
1
3
3
1
5
1
3
2
1
2
8
2
5
8
11
10
216
4
5
5
1
8
7
4
8
8
9
7
4
9
9
7
4
7
6
9
6
9
8
5
4
1901
4
1
5
2
6
7
8
4
10
10
11
32
29
13
19
11
12
13
13
13
7
8
6
10
13
12
3
1
2
4
3
24
9
2
6
6
6
10
6
8
2
6
8
4
8
8
4
4
6
6
5
8
4
3
9
7
10
8
10
9
9
2
3
4
1
8
4
7
6
4
8
4
11
7
8
8
9
9
9
9
8
