cross,mean,SE,sex,environ,sire,dam
P1,118.3,1.02,U,1,,
P2,129.9,1.02,U,1,,
F1,123.7,1.02,U,1,,
F2,125.2,1.02,U,1,,
F3,123.5,1.02,U,1,,
B1,124.7,1.02,U,1,,
B2,127.7,1.02,U,1,,
B11,124.1,1.02,U,1,,
V12,126,1.02,U,1,,
B21,125.3,1.02,U,1,,
B22,125.6,1.02,U,1,,
B1s,125.2,1.02,U,1,,
B2s,125.9,1.02,U,1,,
B1F1,124.3,1.02,U,1,,
B2F1,125.8,1.02,U,1,,
B1dip,126.9,1.02,U,1,,
B2dip,130.4,1.02,U,1,,
F2P1,123.8,1.02,U,1,,
F2F1,125.1,1.02,U,1,,
F2dip,128.8,1.02,U,1,,
