cross,mean,SE,sex,environ,sire,dam
P1,2.2,0.05,U,1,,
P2,2,0.05,U,1,,
F1,2.1,0.05,U,1,,
F2,1.9,0.05,U,1,,
F3,1.9,0.05,U,1,,
B1,2.1,0.05,U,1,,
B2,2,0.05,U,1,,
B11,2,0.05,U,1,,
V12,2.3,0.05,U,1,,
B21,2.2,0.05,U,1,,
B22,2.1,0.05,U,1,,
B1s,2.3,0.05,U,1,,
B2s,2.2,0.05,U,1,,
B1F1,2.1,0.05,U,1,,
B2F1,2.1,0.05,U,1,,
B1dip,2.3,0.05,U,1,,
B2dip,2.1,0.05,U,1,,
F2P1,2.1,0.05,U,1,,
F2F1,2.1,0.05,U,1,,
F2dip,1.8,0.05,U,1,,
