cross,mean,SE,sex,environ,sire,dam
P1,47,0.7,U,1,,
P2,52.5,0.7,U,1,,
F1,45.5,0.7,U,1,,
F2,50.1,0.7,U,1,,
F3,50.6,0.7,U,1,,
B1,45,0.7,U,1,,
B2,50.1,0.7,U,1,,
B11,44.5,0.7,U,1,,
V12,47.8,0.7,U,1,,
B21,46.1,0.7,U,1,,
B22,48.2,0.7,U,1,,
B1s,47.4,0.7,U,1,,
B2s,49,0.7,U,1,,
B1F1,46,0.7,U,1,,
B2F1,48.3,0.7,U,1,,
B1dip,47.7,0.7,U,1,,
B2dip,50.6,0.7,U,1,,
F2P1,45.1,0.7,U,1,,
F2F1,48.5,0.7,U,1,,
F2dip,52,0.7,U,1,,
