cross,mean,SE,sex,environ,sire,dam
P1,9.2,1.35,U,1,,
P2,9,1.35,U,1,,
F1,9.6,1.35,U,1,,
F2,7.9,1.35,U,1,,
F3,7.7,1.35,U,1,,
B1,9.8,1.35,U,1,,
B2,9.7,1.35,U,1,,
B11,9.5,1.35,U,1,,
V12,8.3,1.35,U,1,,
B21,12,1.35,U,1,,
B22,8.4,1.35,U,1,,
B1s,6.4,1.35,U,1,,
B2s,6.8,1.35,U,1,,
B1F1,9.2,1.35,U,1,,
B2F1,7.7,1.35,U,1,,
B1dip,13.7,1.35,U,1,,
B2dip,11.6,1.35,U,1,,
F2P1,12.8,1.35,U,1,,
F2F1,8.6,1.35,U,1,,
F2dip,17.3,1.35,U,1,,
