cross,mean,SE,sex,environ,sire,dam
P1,167.8,33.53,U,1,,
P2,234.8,33.53,U,1,,
F1,300.8,33.53,U,1,,
F2,242.1,33.53,U,1,,
F3,213.7,33.53,U,1,,
B1,275.4,33.53,U,1,,
B2,255.8,33.53,U,1,,
B11,275.7,33.53,U,1,,
V12,237.1,33.53,U,1,,
B21,324.4,33.53,U,1,,
B22,222.5,33.53,U,1,,
B1s,217.1,33.53,U,1,,
B2s,187.8,33.53,U,1,,
B1F1,239.1,33.53,U,1,,
B2F1,226.7,33.53,U,1,,
B1dip,375,33.53,U,1,,
B2dip,288.9,33.53,U,1,,
F2P1,353.7,33.53,U,1,,
F2F1,255.2,33.53,U,1,,
F2dip,442.3,33.53,U,1,,
