cross,mean,SE,sex,environ,sire,dam
P1,49.5,0.58,U,1,,
P2,65.6,0.58,U,1,,
F1,50.4,0.58,U,1,,
F2,46.4,0.58,U,1,,
F3,49.5,0.58,U,1,,
B1,46.5,0.58,U,1,,
B2,47.7,0.58,U,1,,
B11,48.5,0.58,U,1,,
B12,49.2,0.58,U,1,,
B21,47.2,0.58,U,1,,
B22,53.4,0.58,U,1,,
B1s,50.2,0.58,U,1,,
B2s,55.1,0.58,U,1,,
B1F1,46.5,0.58,U,1,,
B2F2,46.7,0.58,U,1,,
B1bip,50.2,0.58,U,1,,
B2bip,53,0.58,U,1,,
F2P1,49.9,0.58,U,1,,
F2P2,49.8,0.58,U,1,,
F2F1,46.6,0.58,U,1,,
F2bip,53.2,0.58,U,1,,
