cross,mean,SE,sex,environ,sire,dam
P1,46.4,0.35,U,1,,
P2,46.3,0.35,U,1,,
F1,43,0.35,U,1,,
F2,47.1,0.35,U,1,,
F3,46,0.35,U,1,,
B1,44.4,0.35,U,1,,
B2,44.4,0.35,U,1,,
B11,46.1,0.35,U,1,,
B12,43.7,0.35,U,1,,
B21,46,0.35,U,1,,
B22,43.8,0.35,U,1,,
B1s,47.6,0.35,U,1,,
B2s,44.9,0.35,U,1,,
B1F1,47,0.35,U,1,,
B2F2,45.8,0.35,U,1,,
B1bip,47.4,0.35,U,1,,
B2bip,47.2,0.35,U,1,,
F2P1,45.8,0.35,U,1,,
F2P2,44.5,0.35,U,1,,
F2F1,47.1,0.35,U,1,,
F2bip,46.8,0.35,U,1,,
