cross,mean,SE,sex,environ,sire,dam
P1,119.4,0.72,U,1,,
P2,141.9,0.72,U,1,,
F1,125.4,0.72,U,1,,
F2,124.1,0.72,U,1,,
F3,127.5,0.72,U,1,,
B1,124.2,0.72,U,1,,
B2,127.2,0.72,U,1,,
B11,122.7,0.72,U,1,,
B12,126.3,0.72,U,1,,
B21,122.3,0.72,U,1,,
B22,124.6,0.72,U,1,,
B1s,123.9,0.72,U,1,,
B2s,121.7,0.72,U,1,,
B1F1,123,0.72,U,1,,
B2F2,123.1,0.72,U,1,,
B1bip,127.8,0.72,U,1,,
B2bip,123.3,0.72,U,1,,
F2P1,124.2,0.72,U,1,,
F2P2,126.2,0.72,U,1,,
F2F1,125.1,0.72,U,1,,
F2bip,125.3,0.72,U,1,,
