cross,mean,SE,sex,environ,sire,dam
P1,118.8,0.31,U,1,,
P2,118.3,0.31,U,1,,
F1,118.3,0.31,U,1,,
F2,123.3,0.31,U,1,,
F3,121.3,0.31,U,1,,
B1,122,0.31,U,1,,
B2,119,0.31,U,1,,
B11,122,0.31,U,1,,
B12,120.3,0.31,U,1,,
B21,121,0.31,U,1,,
B22,119.9,0.31,U,1,,
B1s,121.1,0.31,U,1,,
B2s,117.3,0.31,U,1,,
B1F1,121.3,0.31,U,1,,
B2F2,120.7,0.31,U,1,,
B1bip,123.3,0.31,U,1,,
B2bip,122.1,0.31,U,1,,
F2P1,122.5,0.31,U,1,,
F2P2,120.8,0.31,U,1,,
F2F1,121.4,0.31,U,1,,
F2bip,121.8,0.31,U,1,,
