cross,mean,SE,sex,environ,sire,dam
P1,3085,82.6,F,1,,
P2,3338,88.2,F,1,,
F1,3497,51.4,F,1,,
F2,2990,59.6,F,1,,
BC1,3175,71.8,F,1,,
BC2,2824,97.7,F,1,,
