cross,mean,SE,sex,environ,sire,dam
P1,320,8.5,F,1,,
P2,272,7.3,F,1,,
F1,272,4,F,1,,
F2,285,5.2,F,1,,
BC1,311,8.2,F,1,,
BC2,277,7.1,F,1,,
