cross,mean,SE,sex,environ,sire,dam
P1,147,5.2,F,1,,
P2,132,5,F,1,,
F1,153,2.4,F,1,,
F2,148,3.3,F,1,,
BC1,155,4.1,F,1,,
BC2,134,3.7,F,1,,
