cross,mean,SE,sex,environ,sire,dam
P1,28.682,,U,1,1,1
P2,30.594,,U,1,2,2
F1,29.638,,U,1,1,2
F2,21.194,,U,1,3,3
BC1,24.38,,U,1,1,3
BC2,25.335,,U,1,2,3
