"","dataset","par","Aa","Ad","Ca","Mea","Med","AaAa","AaAd","AaCa","AdAd","AdCa","Xa","AdXa","XaXa","XaCa","Ya","AdYa","XaYa","YaCa","Xd","AaXa","AaXd","AdXd","XaXd","XdXd","XdCa","AaYa"
"1","A.tetanothrixa.csv","Model Weighted Average","0.0316048966647881","0.250237558640766","0.618125566851337","0.0235639458061464","-0.0650469644404708","0.228053914223569","-0.804891015078785","0.0925144675368523","0.29702561938934","-0.250237558640766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","A.tetanothrixa.csv","Unconditional Standard Error","0.144882852938374","0.69492171379786","1.21159738961575","0.125806420261751","0.214279079208096","0.53149539088263","1.92293222776542","0.264862295603252","0.795811925302837","0.694921713797859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","A.tetanothrixa.csv","vi","0.0935887656403832","0.110893950970355","0.206433439231054","0.0981579992353636","0.0998549102760195","0.12884311610734","0.136872584888896","0.105750861625432","0.115872441633137","0.110893950970354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","ACO.fecund.csv","Model Weighted Average","3.42437477562575","1.29672374712515","0",NA,NA,"0",NA,NA,"0.0315205035449307","0","0.409807851002273","-5.94156258858628","0","-1.29672374712514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","ACO.fecund.csv","Unconditional Standard Error","2.29198090765057","1.32497425379427","0",NA,NA,"0",NA,NA,"0.0640750560685529","0","2.2646741559397","4.63639859117603","0","1.32497425379426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","ACO.fecund.csv","vi","0.668360484458927","0.476001877483664","0.00338093873648737",NA,NA,"0.00129323784515298",NA,NA,"0.028652925394211","0.0028963668021229","0.64399631461335","0.646007279899604","0.00337320349869969","0.476001877483663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","ACO.fem.starv.csv","Model Weighted Average","7.02523491338884","-6.0963019345798","-0.00246904341374813","0","0","0",NA,NA,"0","0","0","0","0","5.95635221838375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","ACO.fem.starv.csv","Unconditional Standard Error","0.814844652408915","6.04013591922586","0.0051877569802069","0","0","0",NA,NA,"0","0","0","0","0","6.03560509543365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","ACO.fem.starv.csv","vi","0.99373889796255","0.496483434734452","0.0215680053916513","0.00393558028131795","0.00304129225288754","0.00303505199281963",NA,NA,"0.00610807763508847","0.00988820001888716","0.00598535974777738","0.00587380461841675","0.00330029131349467","0.496483434734452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","ACO.fem.time.csv","Model Weighted Average","13.086576574783","1.03681269376342","0",NA,NA,"-0.380817904764933",NA,NA,"-1.48569394642515","0","-0.33657657478301","-3.32684685043402","-0.252670244044928","0.434606896148149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","ACO.fem.time.csv","Unconditional Standard Error","2.35472207002466","1.11808711023885","0",NA,NA,"0.616613532940311",NA,NA,"0.934795903739962","0","2.35472207002467","4.70944414004934","0.900311957958457","0.694229205714019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","ACO.fem.time.csv","vi","0.903403503888157","0.457093258442284","5.68310831164684e-69",NA,NA,"0.204166007247664",NA,NA,"0.693330634115311","4.1480425281485e-69","0.792380374935071","0.304216121176771","0.442859535646252","0.202550564548489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","ACO.femwt.csv","Model Weighted Average","0.0400000000000001","0","0",NA,NA,"0",NA,NA,"0.0699999999999999","-0.00500000000000003","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","ACO.femwt.csv","Unconditional Standard Error","7.28443887591519e-17","0","0",NA,NA,"0",NA,NA,"8.10089872934001e-17","4.82363470025014e-17","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","ACO.femwt.csv","vi","0.999999999608226","7.74373219256853e-10","1.919342042272e-09",NA,NA,"1.69583109475301e-10",NA,NA,"0.999999999836287","0.999999998996136","1.15003020104969e-09","1.90828623981421e-09","1.39224840837301e-10","8.08945884766719e-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","ACO.male.starv.csv","Model Weighted Average","0","0.636574094504599","-0.624999979895986",NA,"0.5121527770905","-0.945216020333433",NA,NA,"-0.87191359813159","0","0","0.208333309895986","-0.512152762551864",NA,"0","0","-0.31828704725227","-0.472608035425712",NA,NA,NA,NA,NA,NA,NA,NA
"17","ACO.male.starv.csv","Unconditional Standard Error","0","1.52391978330978","1.7305176098342e-08",NA,"0.739776235019218","1.3653120480265",NA,NA,"1.86556928328911","0","0","4.21132300753018e-08","0.739776214018962",NA,"0","0","0.761959891654849","0.68265604450762",NA,NA,NA,NA,NA,NA,NA,NA
"18","ACO.male.starv.csv","vi","1.69787051851278e-34","0.2777777848268","1",NA,"0.277777776367993","0.277777767909141",NA,NA,"0.333333324874471","6.31040213375009e-35","9.78661702358527e-35","1","0.277777776367997",NA,"4.71448156951845e-35","6.31040213375009e-35","0.277777784826795","0.277777784826806",NA,NA,NA,NA,NA,NA,NA,NA
"19","ACO.male.time.csv","Model Weighted Average","10.6262853295803","0","0",NA,NA,"0",NA,NA,"0","-0.458650654006976","1.61565700366251","-2.44515578287922","-0.0360842445085264",NA,"0.00805766675716807","0.458650654006976","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"20","ACO.male.time.csv","Unconditional Standard Error","3.29696410182145","0","0",NA,NA,"0",NA,NA,"0","0.681636390811111","3.28763500800781","3.59312185317753","0.0706164716585827",NA,"0.016447275507986","0.681636390811111","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"21","ACO.male.time.csv","vi","0.832809465385866","0.00107347740442954","0.0238250104136513",NA,NA,"0.00115465286813029",NA,NA,"0.00120895132855559","0.263290019162322","0.306778123757172","0.308663878215416","0.0504353321558323",NA,"0.0219378543454564","0.263290019162322","0.00107347740442952","0.00115465286813029",NA,NA,NA,NA,NA,NA,NA,NA
"22","ACO.malewt.csv","Model Weighted Average","0.0238775567512724","0","0.000946055812001354",NA,NA,"0",NA,NA,"0.0125","0.000291177885013938","0.002064153739711","-0.0117303316247249","0",NA,"0.00436223369701531","-0.000291177885013938","0","0",NA,NA,NA,NA,NA,NA,NA,NA
