cross,mean,SE,sex,environ,sire,dam
P1,24.9,0.9,U,1,,
P2,18,0.7,U,1,,
F1,20.6,1.3,U,1,,
BC1,24.5,1.3,U,1,,
BC2,21.7,1.2,U,1,,
F2,21.6,0.8,U,1,,
F3,18.3,0.5,U,1,,
