"cohort.id","mean","SE"
3,37.88888889,44.89469862
6,91.6,36.17666667
9,56.16,21.4456
12,62.91666667,89.70259662
15,32.08333333,20.97664141
21,31.91666667,26.53724747
18,21.66666667,9.898989899
24,33.08333333,17.23421717
27,40.75,6.409868421
30,22.95238095,9.740362812
33,44.47368421,21.66882118
36,39,11.93809524
45,34.71428571,21.48163265
48,26.71428571,18.54829932
39,13.25,6.199342105
42,21,9.647368421
