"cohort","mean","SE"
1,0.686979130434783,0.289647874560672
2,-0.0692742857142857,0.241307544829623
4,-1.20872142857143,0.190598187275003
5,-1.33814833333333,0.168436380124498
12,-0.608015,0.519185
24,0.469643333333333,0.188132332533365
28,-1.08832,0.256034533868643
29,-0.3168,0.394379843678655
