"cohort","mean","SE"
1,-0.103627826086957,0.244104310278261
2,0.0580547619047619,0.234410863234193
4,-0.573675714285714,0.122401698573204
5,-0.602168333333333,0.202264792329538
12,1.268675,0.057045
24,0.92514,0.0668533290120993
28,0.403413333333333,0.401932681981006
29,0.781806666666667,0.210338507358443
