"cohort.id","mean","SE"
3,25.71429,9.13318
6,27.14286,7.26514
9,32,8.96289
12,18.33333,3.47051
15,34.71429,9.52119
21,40.33333,8.87944
18,40.57143,4.81
24,34.57143,6.73603
27,35.85714,7.42399
30,40.83333,9.97135
33,28.28571,8.23383
36,29.28571,7.18369
45,36.85714,8.68065
48,42.57143,9.73178
39,35,9.17294
42,35.85714,10.17801
