"cohort.id","mean","SE"
3,53.76470588,45.92301038
6,62.04347826,8.393194707
9,60.16,30.3356
12,67.41666667,17.59752415
15,20.08333333,24.90088384
21,14.66666667,14.8989899
18,28.41666667,11.09785354
24,42.25,22.94128788
27,28.45454545,16.78669815
30,20.5,10.73947368
33,40.9047619,23.60907029
36,57.57142857,26.43605442
45,9.476190476,5.62675737
48,26.38095238,10.71179138
39,6.333333333,3.120634921
42,17.61904762,7.121315193
