"cohort.id","mean","SE"
3,37.88888889,44.89469862
6,64.7826087,9.122357793
9,58.83333333,20.38647343
12,66.68,24.06573333
15,32.75,27.32007576
21,42.33333333,19.21717172
18,26.33333333,24.92929293
24,33.08333333,31.87058081
27,31.13636364,12.03591106
30,32.75,9.251973684
33,36.52380952,17.32199546
36,54.38095238,30.80226757
45,17.61904762,11.69750567
48,19.42857143,9.626530612
39,7.761904762,2.990022676
42,16.04761905,8.226077098
