"cohort.id","mean","SE"
3,37.88889,44.894699
6,59.16,46.7056
9,57.44,31.386933
12,77.72727,22.451004
15,27.5,21.371212
21,28.66667,8.762626
18,33.83333,10.467172
24,24.75,13.926136
27,31,11.719048
30,39.14286,7.068027
33,12.52381,2.0839
36,13.04762,4.573696
45,21.90476,15.875737
48,30.57143,9.45034
39,20.7619,10.794785
42,24.09524,7.428118
