"cohort.id","mean","SE"
3,17.28571,5.290217
6,32.375,5.824632
9,38.71429,7.183693
12,35.66667,3.835507
15,42.6,8.840814
21,25.66667,6.349103
18,45.83333,5.134307
24,23.875,5.546677
27,48.16667,7.372999
30,33.625,4.083667
33,28.14286,6.246632
36,25.75,6.554034
45,27.2,4.487761
48,24.16667,1.833333
39,39.2,8.499412
42,42.6,5.537147
