"cohort.id","mean","SE"
3,24.57143,71.612245
6,20.85714,41.877551
9,12.42857,20.564626
12,28,46.142857
15,23.85714,30.92517
21,15.57143,36.564626
18,16.42857,36.707483
24,19.57143,44.612245
27,13.14286,7.353741
30,13.14286,6.401361
33,30.71429,92.653061
36,24.85714,59.115646
45,44.57143,40.517007
48,40.57143,59.136054
39,25.14286,34.591837
42,25,43.142857
