"cohort.id","mean","SE"
3,93.8,4.741659344
6,58.76,2.980648699
9,45.29166667,4.656489615
12,90.875,6.947868117
15,33,3.535533906
21,43.7,4.071718174
18,26.09090909,4.53362096
24,37.41666667,4.785486792
27,39.65,3.499830823
30,29.19047619,4.126349158
33,52.65,5.258714572
36,46.04761905,3.940918548
45,41.57142857,4.961552862
48,36.76190476,5.556594007
39,13.5,2.413231073
42,20.47619048,3.646014816
