"cohort","mean","SE"
1,0.122137826086957,0.165434709752494
2,0.587324285714286,0.126307138149097
4,0.797671428571429,0.149995017384365
5,0.888855,0.181828976014092
12,-2.044285,0.184405
24,0.767396666666667,0.282093486415014
28,0.369246666666667,0.56151910755062
29,0.427826666666667,0.134774850068962
