"cohort","mean","SE"
1,0.41167347826087,0.139909440455957
2,0.231718571428571,0.164713977290629
4,-0.883484285714286,0.145906223648341
5,-0.665731666666667,0.292396275528225
12,-0.650305,0.025135
24,-0.80198,0.837029103974288
28,-1.55174666666667,0.249620928364947
29,-0.595156666666667,0.44650452518548
