"cohort.id","mean","SE"
3,64.14286,156.78231
6,34.78571,70.43053
9,77.28571,210.31973
12,85,94.61905
15,73.57143,52.13605
21,68.71429,86.03401
18,60.28571,85.41497
24,80.57143,28.89796
27,46.14286,49.06803
30,73.71429,17.93878
33,75.14286,161.11565
36,88.71429,45.36735
45,95.57143,99.70748
48,58,291.7619
39,69.14286,95.44898
42,74.42857,111.65986
