"cohort","mean","SE"
1,0.63166652173913,0.243876438115349
2,0.0669095238095238,0.199984494595952
4,-0.548354285714286,0.193602682904683
5,-0.946556666666667,0.204094163458384
12,-0.355065,0.030855
24,0.25739,0.352666843399452
28,-0.920346666666667,0.133948080281545
29,0.0859266666666667,0.16932849241768
