"cohort","mean","SE"
1,-0.115971304347826,0.170345314282912
2,0.233766666666667,0.127852703298111
4,-0.4462,0.121733008103409
5,0.112278333333333,0.230320123963968
12,-0.02026,0.68448
24,0.395583333333333,0.580669659856426
28,-0.362273333333333,0.423222882586049
29,-6.66666666666778e-05,0.258651205637588
