"cohort.id","mean","SE"
3,60.04347826,2.936399789
6,58.76,2.980648699
9,69.83333333,5.272524719
12,73.20833333,5.267819712
15,36.25,4.835357465
21,49.08333333,4.101844251
18,25.41666667,5.680186634
24,34.91666667,6.065873658
27,43.72727273,3.681109974
30,38.85,3.474171617
33,51.66666667,4.573908058
36,58.42857143,5.151777977
45,25.33333333,4.612784168
48,26.52380952,3.869673942
39,8.952380952,2.200082456
42,19.95238095,2.071893763
