"cohort","mean","SE"
1,0.494545652173913,0.135681065844815
2,0.551143809523809,0.161875985141295
4,0.02149,0.163482869264205
5,0.529838333333333,0.388830946380015
12,-0.033225,0.284545
24,0.484656666666667,0.0894363180021281
28,-0.412486666666667,0.239491266113077
29,0.409633333333333,0.41094495561382
