"cohort.id","mean","SE"
3,53.76470588,45.92301038
6,55.08,34.52973333
9,59.36,52.48626667
12,79.42857143,22.88843537
15,17.16666667,14.92171717
21,15.41666667,11.05239899
18,22.25,17.97159091
24,23.16666667,13.13383838
27,29.52380952,11.00770975
30,28.23809524,12.6138322
33,12.76190476,4.485260771
36,14.14285714,5.358503401
45,27.9047619,20.50430839
48,17.0952381,9.40430839
39,18.71428571,6.562585034
42,21.23809524,8.123356009
