"cohort","mean","SE"
1,1.74347826086957,0.0200947232730344
2,1.71952380952381,0.010767592260292
4,1.73571428571429,0.0126974205961651
5,1.695,0.0158640053790544
12,1.67,0.02
24,1.63666666666667,0.0176383420737639
28,1.74333333333333,0.0466666666666667
29,1.67666666666667,0.0233333333333334
