"cohort.id","mean","SE"
1,12.3,1.490385856
4,8.9,2.393480729
7,12.57142857,4.160727059
10,9.125,2.102330057
16,10.22916667,0.550015783
22,15.875,1.678038854
25,13.625,1.164964745
28,12.35714286,1.59319343
31,9.75,1.050973575
34,10.95,1.159382019
43,11.0625,1.429714944
46,11.78571429,1.813005735
40,11.775,0.563286487
49,14.6,4.357177986
70,15.7,4.973932046
