"cohort","mean","SE"
1,0.219824782608696,0.314126380749146
2,0.202579047619048,0.245844313013149
4,0.98348,0.421441282985853
5,-0.366285,0.553911146212399
12,-0.67578,0.20409
24,1.26628666666667,0.497381051687514
28,7.33333333332957e-05,0.577747878990289
29,0.0954633333333333,0.649111667443369
