"cohort.id","mean","SE"
3,37.85714,116.63946
6,35,6.42857
9,31.14286,31.87755
12,20.71429,44.17687
15,40.14286,32.11565
21,38.85714,91.59184
18,49.28571,63.46259
24,46.71429,14.7483
27,39.57143,34.42177
30,49.57143,43.65986
33,28.28571,46.65306
36,32.42857,35.70748
45,38.42857,55.46939
48,32.71429,91.12925
39,15,30.85714
42,32.28571,24.65306
