"cohort.id","mean","SE"
3,27.14286,7.265144
6,9.28571,3.076132
9,13,1.825742
12,44.57143,9.795181
15,21.57143,4.433945
21,24.28571,5.441088
18,25.71429,5.902841
24,14.42857,4.25305
27,14,1.496026
30,14,3.323796
33,23.71429,6.40578
36,30.57143,9.431096
45,45,7.699722
48,39.33333,8.093893
39,30.57143,6.376509
42,30.66667,9.149378
