"cohort.id","mean","SE"
3,31.28571,11.7483
6,34.78571,70.43053
9,61.57143,73.80272
12,46.85714,68.68707
15,69.14286,218.4966
21,69,249.33333
18,74.85714,379.30612
24,63.71429,164.27211
27,29,216.14286
30,54,66.14286
33,69.71429,92.08163
36,42.14286,67.73469
45,75,208.80952
48,65,241.7619
39,68.42857,36.37415
42,49.28571,232.98639
