cross,mean,SE,sex,environ,sire,dam
P1,81.9,0.001,U,1,,
P2,26.5,0.001,U,1,,
F1,49.8,0.001,U,1,,
F2,53.7,0.001,U,1,,
BC1,70.1,0.001,U,1,3,1
BC2,54.1,0.001,U,1,2,3
