cross,mean,SE,sex,environ,sire,dam
P1,35,0.001,U,1,,
P2,18.2,0.001,U,1,,
F1,26.8,0.001,U,1,,
F2,24.6,0.001,U,1,,
BC1,29.8,0.001,U,1,3,1
BC2,23.7,0.001,U,1,2,3
