cross,mean,SE,sex,environ,sire,dam
P1,197,0.001,U,1,,
P2,125,0.001,U,1,,
F1,215,0.001,U,1,,
F2,179,0.001,U,1,,
BC1,177,0.001,U,1,3,1
BC2,181,0.001,U,1,2,3
