cross,mean,SE,sex,environ,sire,dam
P1,88.4,0.001,U,1,,
P2,28.4,0.001,U,1,,
F1,80.2,0.001,U,1,,
F2,60.9,0.001,U,1,,
BC1,84.2,0.001,U,1,3,1
BC2,71.4,0.001,U,1,2,3
