cross,mean,SE,sex,environ,sire,dam
P1,195,0.001,U,1,,
P2,125,0.001,U,1,,
F1,203,0.001,U,1,,
F2,1189,0.001,U,1,,
BC1,175,0.001,U,1,3,1
BC2,185,0.001,U,1,2,3
