cross,mean,SE,sex,environ,sire,dam
P1,33.8,0.001,U,1,,
P2,13.2,0.001,U,1,,
F1,23.3,0.001,U,1,,
F2,19.5,0.001,U,1,,
BC1,28.1,0.001,U,1,3,1
BC2,24.8,0.001,U,1,2,3
