cross,mean,SE,sex,environ,sire,dam
P1,27.4,0.001,U,1,,
P2,13.2,0.001,U,1,,
F1,18.3,0.001,U,1,,
F2,20.9,0.001,U,1,,
BC1,23.9,0.001,U,1,3,1
BC2,17.2,0.001,U,1,2,3
