cross,mean,SE,sex,environ,sire,dam
P1,7.1,0.001,U,1,,
P2,2.7,0.001,U,1,,
F1,4.7,0.001,U,1,,
F2,4.6,0.001,U,1,,
BC1,5.8,0.001,U,1,3,1
BC2,4.9,0.001,U,1,2,3
