cross,mean,SE,sex,environ,sire,dam
P1,156,0.001,U,1,,
P2,96,0.001,U,1,,
F1,132,0.001,U,1,,
F2,137,0.001,U,1,,
BC1,158,0.001,U,1,3,1
BC2,142,0.001,U,1,2,3
