cross,mean,SE,sex,environ,sire,dam
P1,31.8,0.001,U,1,,
P2,18.2,0.001,U,1,,
F1,23.5,0.001,U,1,,
F2,25.6,0.001,U,1,,
BC1,28.6,0.001,U,1,3,1
BC2,24.8,0.001,U,1,2,3
