cross,mean,SE,sex,environ,sire,dam
P1,12.4,0.001,U,1,,
P2,9.8,0.001,U,1,,
F1,10.4,0.001,U,1,,
F2,11.5,0.001,U,1,,
BC1,10.9,0.001,U,1,3,1
BC2,10.9,0.001,U,1,2,3
