cross,mean,SE,sex,environ,sire,dam
P1,61.2,0.001,U,1,,
P2,26.5,0.001,U,1,,
F1,44.6,0.001,U,1,,
F2,56.6,0.001,U,1,,
BC1,65.2,0.001,U,1,3,1
BC2,63.2,0.001,U,1,2,3
