cross,mean,SE,sex,environ,sire,dam
P1,164,0.001,U,1,,
P2,96,0.001,U,1,,
F1,139,0.001,U,1,,
F2,125,0.001,U,1,,
BC1,149,0.001,U,1,3,1
BC2,125,0.001,U,1,2,3
