cross,mean,SE,sex,environ,sire,dam
P1,12.4,0.001,U,1,,
P2,10.4,0.001,U,1,,
F1,12.2,0.001,U,1,,
F2,13.4,0.001,U,1,,
BC1,13.3,0.001,U,1,3,1
BC2,12.8,0.001,U,1,2,3
