cross,mean,SE,sex,environ,sire,dam
P1,62.1,0.001,U,1,,
P2,26.5,0.001,U,1,,
F1,43.5,0.001,U,1,,
F2,49.8,0.001,U,1,,
BC1,66.1,0.001,U,1,3,1
BC2,56.3,0.001,U,1,2,3
