cross,mean,SE,sex,environ,sire,dam
P1,72.7,0.001,U,1,,
P2,26.5,0.001,U,1,,
F1,48.4,0.001,U,1,,
F2,57.5,0.001,U,1,,
BC1,63.2,0.001,U,1,3,1
BC2,49.7,0.001,U,1,2,3
