cross,mean,SE,sex,environ,sire,dam
P1,33.7,0.001,U,1,,
P2,13.2,0.001,U,1,,
F1,15.6,0.001,U,1,,
F2,23.4,0.001,U,1,,
BC1,24.8,0.001,U,1,3,1
BC2,20.7,0.001,U,1,2,3
