cross,mean,SE,sex,environ,sire,dam
P1,33.5,0.001,U,1,,
P2,13.2,0.001,U,1,,
F1,16.1,0.001,U,1,,
F2,25.2,0.001,U,1,,
BC1,29,0.001,U,1,3,1
BC2,29.2,0.001,U,1,2,3
