cross,mean,SE,sex,environ,sire,dam
P1,94.2,0.001,U,1,,
P2,28.4,0.001,U,1,,
F1,82.3,0.001,U,1,,
F2,62,0.001,U,1,,
BC1,80.9,0.001,U,1,3,1
BC2,70.9,0.001,U,1,2,3
